,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Taxa_mil_hab
566,2016,8.0,Nou Barris,56.0,Vallbona,48.0
567,2016,9.0,Sant Andreu,57.0,la Trinitat Vella,54.3
568,2016,9.0,Sant Andreu,58.0,Baró de Viver,33.5
569,2016,9.0,Sant Andreu,59.0,el Bon Pastor,38.4
570,2016,9.0,Sant Andreu,60.0,Sant Andreu,30.8
571,2016,9.0,Sant Andreu,61.0,la Sagrera,40.9
572,2016,9.0,Sant Andreu,62.0,el Congrés i els Indians,39.1
573,2016,9.0,Sant Andreu,63.0,Navas,41.3
574,2016,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,49.7
575,2016,10.0,Sant Martí,65.0,el Clot,43.0
576,2016,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,57.6
577,2016,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,41.8
578,2016,10.0,Sant Martí,68.0,el Poblenou,48.2
579,2016,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,49.9
580,2016,10.0,Sant Martí,70.0,el Besòs i el Maresme,69.2
581,2016,10.0,Sant Martí,71.0,Provençals del Poblenou,39.5
582,2016,10.0,Sant Martí,72.0,Sant Martí de Provençals,39.8
583,2016,10.0,Sant Martí,73.0,la Verneda i la Pau,35.1
584,2017,1.0,Ciutat Vella,1.0,el Raval,113.4
585,2017,1.0,Ciutat Vella,2.0,el Barri Gòtic,167.2
586,2017,1.0,Ciutat Vella,3.0,la Barceloneta,117.2
587,2017,1.0,Ciutat Vella,4.0,"Sant Pere, Santa Caterina i la Ribera",121.6
588,2017,2.0,Eixample,5.0,el Fort Pienc,69.8
589,2017,2.0,Eixample,6.0,la Sagrada Família,69.6
590,2017,2.0,Eixample,7.0,la Dreta de l'Eixample,72.6
591,2017,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,81.9
592,2017,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,69.8
593,2017,2.0,Eixample,10.0,Sant Antoni,64.9
594,2017,3.0,Sants-Montjuïc,11.0,el Poble Sec,76.7
595,2017,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,27.8
596,2017,3.0,Sants-Montjuïc,13.0,la Marina de Port,49.0
597,2017,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,62.1
598,2017,3.0,Sants-Montjuïc,15.0,Hostafrancs,72.8
599,2017,3.0,Sants-Montjuïc,16.0,la Bordeta,50.9
600,2017,3.0,Sants-Montjuïc,17.0,Sants - Badal,61.5
601,2017,3.0,Sants-Montjuïc,18.0,Sants,69.0
602,2017,4.0,Les Corts,19.0,les Corts,49.4
603,2017,4.0,Les Corts,20.0,la Maternitat i Sant Ramon,55.7
604,2017,4.0,Les Corts,21.0,Pedralbes,63.2
605,2017,5.0,Sarrià-Sant Gervasi,22.0,"Vallvidrera, el Tibidabo i les Planes",40.0
606,2017,5.0,Sarrià-Sant Gervasi,23.0,Sarrià,48.2
607,2017,5.0,Sarrià-Sant Gervasi,24.0,les Tres Torres,42.1
608,2017,5.0,Sarrià-Sant Gervasi,25.0,Sant Gervasi - la Bonanova,45.8
609,2017,5.0,Sarrià-Sant Gervasi,26.0,Sant Gervasi - Galvany,51.0
610,2017,5.0,Sarrià-Sant Gervasi,27.0,el Putxet i el Farró,51.4
611,2017,6.0,Gràcia,28.0,Vallcarca i els Penitents,48.9
612,2017,6.0,Gràcia,29.0,el Coll,50.1
613,2017,6.0,Gràcia,30.0,la Salut,55.5
614,2017,6.0,Gràcia,31.0,la Vila de Gràcia,70.8
615,2017,6.0,Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,52.1
616,2017,7.0,Horta-Guinardó,33.0,el Baix Guinardó,50.0
617,2017,7.0,Horta-Guinardó,34.0,Can Baró,52.5
618,2017,7.0,Horta-Guinardó,35.0,el Guinardó,50.3
619,2017,7.0,Horta-Guinardó,36.0,la Font d'en Fargues,30.1
620,2017,7.0,Horta-Guinardó,37.0,el Carmel,44.8
621,2017,7.0,Horta-Guinardó,38.0,la Teixonera,44.0
622,2017,7.0,Horta-Guinardó,39.0,Sant Genís dels Agudells,56.3
623,2017,7.0,Horta-Guinardó,40.0,Montbau,50.1
624,2017,7.0,Horta-Guinardó,41.0,la Vall d'Hebron,32.3
625,2017,7.0,Horta-Guinardó,42.0,la Clota,63.9
626,2017,7.0,Horta-Guinardó,43.0,Horta,42.1
627,2017,8.0,Nou Barris,44.0,Vilapicina i la Torre Llobeta,41.2
628,2017,8.0,Nou Barris,45.0,Porta,55.9
629,2017,8.0,Nou Barris,46.0,el Turó de la Peira,56.7
630,2017,8.0,Nou Barris,47.0,Can Peguera,25.0
631,2017,8.0,Nou Barris,48.0,la Guineueta,32.3
632,2017,8.0,Nou Barris,49.0,Canyelles,20.4
633,2017,8.0,Nou Barris,50.0,les Roquetes,59.0
634,2017,8.0,Nou Barris,51.0,Verdun,53.9
635,2017,8.0,Nou Barris,52.0,la Prosperitat,45.7
636,2017,8.0,Nou Barris,53.0,la Trinitat Nova,63.0
637,2017,8.0,Nou Barris,54.0,Torre Baró,33.2
638,2017,8.0,Nou Barris,55.0,Ciutat Meridiana,81.0
639,2017,8.0,Nou Barris,56.0,Vallbona,50.2
640,2017,9.0,Sant Andreu,57.0,la Trinitat Vella,67.6
641,2017,9.0,Sant Andreu,58.0,Baró de Viver,36.2
642,2017,9.0,Sant Andreu,59.0,el Bon Pastor,52.3
643,2017,9.0,Sant Andreu,60.0,Sant Andreu,34.3
644,2017,9.0,Sant Andreu,61.0,la Sagrera,46.5
645,2017,9.0,Sant Andreu,62.0,el Congrés i els Indians,42.7
646,2017,9.0,Sant Andreu,63.0,Navas,44.6
647,2017,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,57.6
648,2017,10.0,Sant Martí,65.0,el Clot,48.1
649,2017,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,63.3
650,2017,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,43.7
651,2017,10.0,Sant Martí,68.0,el Poblenou,52.1
652,2017,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,57.2
653,2017,10.0,Sant Martí,70.0,el Besòs i el Maresme,87.6
654,2017,10.0,Sant Martí,71.0,Provençals del Poblenou,47.5
655,2017,10.0,Sant Martí,72.0,Sant Martí de Provençals,41.0
656,2017,10.0,Sant Martí,73.0,la Verneda i la Pau,43.2
657,2018,1.0,Ciutat Vella,1.0,el Raval,121.389622561131
658,2018,1.0,Ciutat Vella,2.0,el Barri Gòtic,206.323590938976
659,2018,1.0,Ciutat Vella,3.0,la Barceloneta,114.051156794898
660,2018,1.0,Ciutat Vella,4.0,"Sant Pere, Santa Caterina i la Ribera",127.063150340868
661,2018,2.0,Eixample,5.0,el Fort Pienc,75.4651964162646
662,2018,2.0,Eixample,6.0,la Sagrada Família,74.2378494204734
663,2018,2.0,Eixample,7.0,la Dreta de l'Eixample,75.3296968860043
664,2018,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,86.0176823342577
665,2018,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,67.5430565392389
666,2018,2.0,Eixample,10.0,Sant Antoni,69.2832764505119
667,2018,3.0,Sants-Montjuïc,11.0,el Poble Sec,84.2105263157895
668,2018,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,45.7685664939551
669,2018,3.0,Sants-Montjuïc,13.0,la Marina de Port,55.4468362687541
670,2018,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,68.2483889865261
671,2018,3.0,Sants-Montjuïc,15.0,Hostafrancs,81.2716399118665
672,2018,3.0,Sants-Montjuïc,16.0,la Bordeta,60.2505998400427
673,2018,3.0,Sants-Montjuïc,17.0,Sants - Badal,68.8098323648677
674,2018,3.0,Sants-Montjuïc,18.0,Sants,78.4704338953404
675,2018,4.0,Les Corts,19.0,les Corts,52.4391040292562
676,2018,4.0,Les Corts,20.0,la Maternitat i Sant Ramon,57.9728370221328
677,2018,4.0,Les Corts,21.0,Pedralbes,54.4314381270903
678,2018,5.0,Sarrià-Sant Gervasi,22.0,"Vallvidrera, el Tibidabo i les Planes",30.2256279267773
679,2018,5.0,Sarrià-Sant Gervasi,23.0,Sarrià,48.4884884884885
680,2018,5.0,Sarrià-Sant Gervasi,24.0,les Tres Torres,43.7079731027858
681,2018,5.0,Sarrià-Sant Gervasi,25.0,Sant Gervasi - la Bonanova,51.4886164623468
682,2018,5.0,Sarrià-Sant Gervasi,26.0,Sant Gervasi - Galvany,49.1868722948271
683,2018,5.0,Sarrià-Sant Gervasi,27.0,el Putxet i el Farró,50.1457923645487
684,2018,6.0,Gràcia,28.0,Vallcarca i els Penitents,44.6906275571222
685,2018,6.0,Gràcia,29.0,el Coll,48.875723710785
686,2018,6.0,Gràcia,30.0,la Salut,51.544050862852
687,2018,6.0,Gràcia,31.0,la Vila de Gràcia,69.588865781475
688,2018,6.0,Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,56.8883989440399
689,2018,7.0,Horta-Guinardó,33.0,el Baix Guinardó,49.3673350204399
690,2018,7.0,Horta-Guinardó,34.0,Can Baró,51.2990602542841
691,2018,7.0,Horta-Guinardó,35.0,el Guinardó,49.0518812743151
692,2018,7.0,Horta-Guinardó,36.0,la Font d'en Fargues,30.8589607635207
693,2018,7.0,Horta-Guinardó,37.0,el Carmel,47.7360809150203
694,2018,7.0,Horta-Guinardó,38.0,la Teixonera,47.052740434333
695,2018,7.0,Horta-Guinardó,39.0,Sant Genís dels Agudells,67.0940170940171
696,2018,7.0,Horta-Guinardó,40.0,Montbau,59.4371186774257
697,2018,7.0,Horta-Guinardó,41.0,la Vall d'Hebron,36.6364270760642
698,2018,7.0,Horta-Guinardó,42.0,la Clota,52.3076923076923
699,2018,7.0,Horta-Guinardó,43.0,Horta,56.2380970163188
700,2018,8.0,Nou Barris,44.0,Vilapicina i la Torre Llobeta,46.8585262993479
701,2018,8.0,Nou Barris,45.0,Porta,71.465033180194
702,2018,8.0,Nou Barris,46.0,el Turó de la Peira,55.2695920730923
703,2018,8.0,Nou Barris,47.0,Can Peguera,24.2504409171076
704,2018,8.0,Nou Barris,48.0,la Guineueta,31.3666426560147
705,2018,8.0,Nou Barris,49.0,Canyelles,24.7128943160343
706,2018,8.0,Nou Barris,50.0,les Roquetes,64.3498185984342
707,2018,8.0,Nou Barris,51.0,Verdun,57.9371474617244
708,2018,8.0,Nou Barris,52.0,la Prosperitat,47.8777589134126
709,2018,8.0,Nou Barris,53.0,la Trinitat Nova,74.1900353934114
710,2018,8.0,Nou Barris,54.0,Torre Baró,36.8055555555556
711,2018,8.0,Nou Barris,55.0,Ciutat Meridiana,72.3130730692882
712,2018,8.0,Nou Barris,56.0,Vallbona,44.9678800856531
713,2018,9.0,Sant Andreu,57.0,la Trinitat Vella,72.5202277494756
714,2018,9.0,Sant Andreu,58.0,Baró de Viver,44.6287519747235
715,2018,9.0,Sant Andreu,59.0,el Bon Pastor,61.259842519685
716,2018,9.0,Sant Andreu,60.0,Sant Andreu,33.48334520686
717,2018,9.0,Sant Andreu,61.0,la Sagrera,46.738572162301
718,2018,9.0,Sant Andreu,62.0,el Congrés i els Indians,53.5310734463277
719,2018,9.0,Sant Andreu,63.0,Navas,46.0743895256648
720,2018,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,61.8189438390612
721,2018,10.0,Sant Martí,65.0,el Clot,49.9165585017615
722,2018,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,63.4587649141209
723,2018,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,45.8715596330275
724,2018,10.0,Sant Martí,68.0,el Poblenou,49.2849544971044
725,2018,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,46.3385884779726
726,2018,10.0,Sant Martí,70.0,el Besòs i el Maresme,95.242133830888
727,2018,10.0,Sant Martí,71.0,Provençals del Poblenou,49.138014999513
728,2018,10.0,Sant Martí,72.0,Sant Martí de Provençals,41.6682683067461
729,2018,10.0,Sant Martí,73.0,la Verneda i la Pau,39.9638273451358
730,2019,1.0,Ciutat Vella,1.0,el Raval,125.9
731,2019,1.0,Ciutat Vella,2.0,el Barri Gòtic,253.6
732,2019,1.0,Ciutat Vella,3.0,la Barceloneta,130.4
733,2019,1.0,Ciutat Vella,4.0,"Sant Pere, Santa Caterina i la Ribera",132.8
734,2019,2.0,Eixample,5.0,el Fort Pienc,95.1
735,2019,2.0,Eixample,6.0,la Sagrada Família,79.8
736,2019,2.0,Eixample,7.0,la Dreta de l'Eixample,86.6
737,2019,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,94.3
738,2019,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,74.9
739,2019,2.0,Eixample,10.0,Sant Antoni,77.6
740,2019,3.0,Sants-Montjuïc,11.0,el Poble Sec,88.7
741,2019,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,49.3
742,2019,3.0,Sants-Montjuïc,13.0,la Marina de Port,56.9
743,2019,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,75.9
744,2019,3.0,Sants-Montjuïc,15.0,Hostafrancs,84.7
745,2019,3.0,Sants-Montjuïc,16.0,la Bordeta,55.8
746,2019,3.0,Sants-Montjuïc,17.0,Sants - Badal,82.6
747,2019,3.0,Sants-Montjuïc,18.0,Sants,101.2
748,2019,4.0,Les Corts,19.0,les Corts,56.1
749,2019,4.0,Les Corts,20.0,la Maternitat i Sant Ramon,66.5
750,2019,4.0,Les Corts,21.0,Pedralbes,61.1
751,2019,5.0,Sarrià-Sant Gervasi,22.0,"Vallvidrera, el Tibidabo i les Planes",36.8
752,2019,5.0,Sarrià-Sant Gervasi,23.0,Sarrià,50.7
753,2019,5.0,Sarrià-Sant Gervasi,24.0,les Tres Torres,41.4
754,2019,5.0,Sarrià-Sant Gervasi,25.0,Sant Gervasi - la Bonanova,58.0
755,2019,5.0,Sarrià-Sant Gervasi,26.0,Sant Gervasi - Galvany,49.0
756,2019,5.0,Sarrià-Sant Gervasi,27.0,el Putxet i el Farró,58.9
757,2019,6.0,Gràcia,28.0,Vallcarca i els Penitents,53.5
758,2019,6.0,Gràcia,29.0,el Coll,61.3
759,2019,6.0,Gràcia,30.0,la Salut,50.6
760,2019,6.0,Gràcia,31.0,la Vila de Gràcia,78.5
761,2019,6.0,Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,63.1
762,2019,7.0,Horta-Guinardó,33.0,el Baix Guinardó,54.5
763,2019,7.0,Horta-Guinardó,34.0,Can Baró,55.9
764,2019,7.0,Horta-Guinardó,35.0,el Guinardó,54.6
765,2019,7.0,Horta-Guinardó,36.0,la Font d'en Fargues,33.5
766,2019,7.0,Horta-Guinardó,37.0,el Carmel,55.5
767,2019,7.0,Horta-Guinardó,38.0,la Teixonera,60.3
768,2019,7.0,Horta-Guinardó,39.0,Sant Genís dels Agudells,62.0
769,2019,7.0,Horta-Guinardó,40.0,Montbau,65.6
770,2019,7.0,Horta-Guinardó,41.0,la Vall d'Hebron,39.5
771,2019,7.0,Horta-Guinardó,42.0,la Clota,49.8
772,2019,7.0,Horta-Guinardó,43.0,Horta,67.2
773,2019,8.0,Nou Barris,44.0,Vilapicina i la Torre Llobeta,52.7
774,2019,8.0,Nou Barris,45.0,Porta,87.8
775,2019,8.0,Nou Barris,46.0,el Turó de la Peira,70.3
776,2019,8.0,Nou Barris,47.0,Can Peguera,22.7
777,2019,8.0,Nou Barris,48.0,la Guineueta,35.1
778,2019,8.0,Nou Barris,49.0,Canyelles,25.6
779,2019,8.0,Nou Barris,50.0,les Roquetes,65.9
780,2019,8.0,Nou Barris,51.0,Verdun,61.8
781,2019,8.0,Nou Barris,52.0,la Prosperitat,51.6
782,2019,8.0,Nou Barris,53.0,la Trinitat Nova,65.3
783,2019,8.0,Nou Barris,54.0,Torre Baró,53.2
784,2019,8.0,Nou Barris,55.0,Ciutat Meridiana,71.7
785,2019,8.0,Nou Barris,56.0,Vallbona,58.4
786,2019,9.0,Sant Andreu,57.0,la Trinitat Vella,69.8
787,2019,9.0,Sant Andreu,58.0,Baró de Viver,57.0
788,2019,9.0,Sant Andreu,59.0,el Bon Pastor,77.9
789,2019,9.0,Sant Andreu,60.0,Sant Andreu,38.7
790,2019,9.0,Sant Andreu,61.0,la Sagrera,50.3
791,2019,9.0,Sant Andreu,62.0,el Congrés i els Indians,52.8
792,2019,9.0,Sant Andreu,63.0,Navas,51.8
793,2019,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,66.7
794,2019,10.0,Sant Martí,65.0,el Clot,53.7
795,2019,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,67.0
796,2019,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,47.5
797,2019,10.0,Sant Martí,68.0,el Poblenou,57.7
798,2019,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,52.9
799,2019,10.0,Sant Martí,70.0,el Besòs i el Maresme,110.5
800,2019,10.0,Sant Martí,71.0,Provençals del Poblenou,51.9
801,2019,10.0,Sant Martí,72.0,Sant Martí de Provençals,45.7
802,2019,10.0,Sant Martí,73.0,la Verneda i la Pau,43.3
803,2020,1.0,Ciutat Vella,1.0,el Raval,83.2
804,2020,1.0,Ciutat Vella,2.0,el Barri Gòtic,128.3
805,2020,1.0,Ciutat Vella,3.0,la Barceloneta,87.2
806,2020,1.0,Ciutat Vella,4.0,"Sant Pere, Santa Caterina i la Ribera",89.1
807,2020,2.0,Eixample,5.0,el Fort Pienc,56.1
808,2020,2.0,Eixample,6.0,la Sagrada Família,53.8
809,2020,2.0,Eixample,7.0,la Dreta de l'Eixample,65.1
810,2020,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,60.4
811,2020,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,49.1
812,2020,2.0,Eixample,10.0,Sant Antoni,48.6
813,2020,3.0,Sants-Montjuïc,11.0,el Poble Sec,57.3
814,2020,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,26.1
815,2020,3.0,Sants-Montjuïc,13.0,la Marina de Port,33.2
816,2020,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,46.0
817,2020,3.0,Sants-Montjuïc,15.0,Hostafrancs,55.6
818,2020,3.0,Sants-Montjuïc,16.0,la Bordeta,39.0
819,2020,3.0,Sants-Montjuïc,17.0,Sants - Badal,50.4
820,2020,3.0,Sants-Montjuïc,18.0,Sants,57.2
821,2020,4.0,Les Corts,19.0,les Corts,34.1
822,2020,4.0,Les Corts,20.0,la Maternitat i Sant Ramon,43.3
823,2020,4.0,Les Corts,21.0,Pedralbes,42.8
824,2020,5.0,Sarrià-Sant Gervasi,22.0,"Vallvidrera, el Tibidabo i les Planes",28.5
825,2020,5.0,Sarrià-Sant Gervasi,23.0,Sarrià,32.9
826,2020,5.0,Sarrià-Sant Gervasi,24.0,les Tres Torres,29.8
827,2020,5.0,Sarrià-Sant Gervasi,25.0,Sant Gervasi - la Bonanova,34.0
828,2020,5.0,Sarrià-Sant Gervasi,26.0,Sant Gervasi - Galvany,35.0
829,2020,5.0,Sarrià-Sant Gervasi,27.0,el Putxet i el Farró,35.2
830,2020,6.0,Gràcia,28.0,Vallcarca i els Penitents,37.6
831,2020,6.0,Gràcia,29.0,el Coll,43.5
832,2020,6.0,Gràcia,30.0,la Salut,38.6
833,2020,6.0,Gràcia,31.0,la Vila de Gràcia,50.9
834,2020,6.0,Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,39.9
835,2020,7.0,Horta-Guinardó,33.0,el Baix Guinardó,36.3
836,2020,7.0,Horta-Guinardó,34.0,Can Baró,33.5
837,2020,7.0,Horta-Guinardó,35.0,el Guinardó,33.5
838,2020,7.0,Horta-Guinardó,36.0,la Font d'en Fargues,19.3
839,2020,7.0,Horta-Guinardó,37.0,el Carmel,37.9
840,2020,7.0,Horta-Guinardó,38.0,la Teixonera,40.6
841,2020,7.0,Horta-Guinardó,39.0,Sant Genís dels Agudells,37.3
842,2020,7.0,Horta-Guinardó,40.0,Montbau,40.9
843,2020,7.0,Horta-Guinardó,41.0,la Vall d'Hebron,28.7
844,2020,7.0,Horta-Guinardó,42.0,la Clota,31.2
845,2020,7.0,Horta-Guinardó,43.0,Horta,39.7
846,2020,8.0,Nou Barris,44.0,Vilapicina i la Torre Llobeta,31.8
847,2020,8.0,Nou Barris,45.0,Porta,47.9
848,2020,8.0,Nou Barris,46.0,el Turó de la Peira,38.7
849,2020,8.0,Nou Barris,47.0,Can Peguera,10.6
850,2020,8.0,Nou Barris,48.0,la Guineueta,21.7
851,2020,8.0,Nou Barris,49.0,Canyelles,15.1
852,2020,8.0,Nou Barris,50.0,les Roquetes,40.6
853,2020,8.0,Nou Barris,51.0,Verdun,41.8
854,2020,8.0,Nou Barris,52.0,la Prosperitat,32.0
855,2020,8.0,Nou Barris,53.0,la Trinitat Nova,42.5
856,2020,8.0,Nou Barris,54.0,Torre Baró,37.0
857,2020,8.0,Nou Barris,55.0,Ciutat Meridiana,47.5
858,2020,8.0,Nou Barris,56.0,Vallbona,33.8
859,2020,9.0,Sant Andreu,57.0,la Trinitat Vella,45.8
860,2020,9.0,Sant Andreu,58.0,Baró de Viver,25.2
861,2020,9.0,Sant Andreu,59.0,el Bon Pastor,53.7
862,2020,9.0,Sant Andreu,60.0,Sant Andreu,24.3
863,2020,9.0,Sant Andreu,61.0,la Sagrera,35.2
864,2020,9.0,Sant Andreu,62.0,el Congrés i els Indians,31.2
865,2020,9.0,Sant Andreu,63.0,Navas,32.7
866,2020,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,44.7
867,2020,10.0,Sant Martí,65.0,el Clot,38.3
868,2020,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,43.8
869,2020,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,35.8
870,2020,10.0,Sant Martí,68.0,el Poblenou,39.9
871,2020,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,39.1
872,2020,10.0,Sant Martí,70.0,el Besòs i el Maresme,68.6
873,2020,10.0,Sant Martí,71.0,Provençals del Poblenou,34.4
874,2020,10.0,Sant Martí,72.0,Sant Martí de Provençals,32.5
875,2020,10.0,Sant Martí,73.0,la Verneda i la Pau,29.1
876,2021,1.0,Ciutat Vella,1.0,el Raval,101.1
877,2021,1.0,Ciutat Vella,2.0,el Barri Gòtic,152.7
878,2021,1.0,Ciutat Vella,3.0,la Barceloneta,105.9
879,2021,1.0,Ciutat Vella,4.0,"Sant Pere, Santa Caterina i la Ribera",117.5
880,2021,2.0,Eixample,5.0,el Fort Pienc,87.6
881,2021,2.0,Eixample,6.0,la Sagrada Família,75.1
882,2021,2.0,Eixample,7.0,la Dreta de l'Eixample,87.9
883,2021,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,93.5
884,2021,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,71.0
885,2021,2.0,Eixample,10.0,Sant Antoni,69.0
886,2021,3.0,Sants-Montjuïc,11.0,el Poble Sec,72.1
887,2021,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,38.5
888,2021,3.0,Sants-Montjuïc,13.0,la Marina de Port,43.9
889,2021,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,80.9
890,2021,3.0,Sants-Montjuïc,15.0,Hostafrancs,73.7
891,2021,3.0,Sants-Montjuïc,16.0,la Bordeta,50.7
892,2021,3.0,Sants-Montjuïc,17.0,Sants - Badal,62.2
893,2021,3.0,Sants-Montjuïc,18.0,Sants,71.9
894,2021,4.0,Les Corts,19.0,les Corts,50.5
895,2021,4.0,Les Corts,20.0,la Maternitat i Sant Ramon,65.6
896,2021,4.0,Les Corts,21.0,Pedralbes,60.2
897,2021,5.0,Sarrià-Sant Gervasi,22.0,"Vallvidrera, el Tibidabo i les Planes",38.7
898,2021,5.0,Sarrià-Sant Gervasi,23.0,Sarrià,50.5
899,2021,5.0,Sarrià-Sant Gervasi,24.0,les Tres Torres,40.7
900,2021,5.0,Sarrià-Sant Gervasi,25.0,Sant Gervasi - la Bonanova,50.9
901,2021,5.0,Sarrià-Sant Gervasi,26.0,Sant Gervasi - Galvany,56.0
902,2021,5.0,Sarrià-Sant Gervasi,27.0,el Putxet i el Farró,53.5
903,2021,6.0,Gràcia,28.0,Vallcarca i els Penitents,46.0
904,2021,6.0,Gràcia,29.0,el Coll,52.0
905,2021,6.0,Gràcia,30.0,la Salut,45.8
906,2021,6.0,Gràcia,31.0,la Vila de Gràcia,75.4
907,2021,6.0,Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,55.9
908,2021,7.0,Horta-Guinardó,33.0,el Baix Guinardó,49.7
909,2021,7.0,Horta-Guinardó,34.0,Can Baró,44.3
910,2021,7.0,Horta-Guinardó,35.0,el Guinardó,46.8
911,2021,7.0,Horta-Guinardó,36.0,la Font d'en Fargues,31.9
912,2021,7.0,Horta-Guinardó,37.0,el Carmel,41.5
913,2021,7.0,Horta-Guinardó,38.0,la Teixonera,48.1
914,2021,7.0,Horta-Guinardó,39.0,Sant Genís dels Agudells,52.3
915,2021,7.0,Horta-Guinardó,40.0,Montbau,51.9
916,2021,7.0,Horta-Guinardó,41.0,la Vall d'Hebron,30.9
917,2021,7.0,Horta-Guinardó,42.0,la Clota,31.9
918,2021,7.0,Horta-Guinardó,43.0,Horta,46.7
919,2021,8.0,Nou Barris,44.0,Vilapicina i la Torre Llobeta,41.8
920,2021,8.0,Nou Barris,45.0,Porta,57.0
921,2021,8.0,Nou Barris,46.0,el Turó de la Peira,49.7
922,2021,8.0,Nou Barris,47.0,Can Peguera,23.6
923,2021,8.0,Nou Barris,48.0,la Guineueta,25.8
924,2021,8.0,Nou Barris,49.0,Canyelles,19.7
925,2021,8.0,Nou Barris,50.0,les Roquetes,47.6
926,2021,8.0,Nou Barris,51.0,Verdun,48.6
927,2021,8.0,Nou Barris,52.0,la Prosperitat,37.0
928,2021,8.0,Nou Barris,53.0,la Trinitat Nova,47.4
929,2021,8.0,Nou Barris,54.0,Torre Baró,39.1
930,2021,8.0,Nou Barris,55.0,Ciutat Meridiana,56.6
931,2021,8.0,Nou Barris,56.0,Vallbona,57.1
932,2021,9.0,Sant Andreu,57.0,la Trinitat Vella,52.7
933,2021,9.0,Sant Andreu,58.0,Baró de Viver,46.1
934,2021,9.0,Sant Andreu,59.0,el Bon Pastor,57.9
935,2021,9.0,Sant Andreu,60.0,Sant Andreu,30.9
936,2021,9.0,Sant Andreu,61.0,la Sagrera,46.1
937,2021,9.0,Sant Andreu,62.0,el Congrés i els Indians,37.2
938,2021,9.0,Sant Andreu,63.0,Navas,42.1
939,2021,10.0,Sant Martí,64.0,el Camp de l'Arpa del Clot,57.3
940,2021,10.0,Sant Martí,65.0,el Clot,48.6
941,2021,10.0,Sant Martí,66.0,el Parc i la Llacuna del Poblenou,73.5
942,2021,10.0,Sant Martí,67.0,la Vila Olímpica del Poblenou,55.1
943,2021,10.0,Sant Martí,68.0,el Poblenou,56.5
944,2021,10.0,Sant Martí,69.0,Diagonal Mar i el Front Marítim del Poblenou,56.5
945,2021,10.0,Sant Martí,70.0,el Besòs i el Maresme,95.6
946,2021,10.0,Sant Martí,71.0,Provençals del Poblenou,45.7
947,2021,10.0,Sant Martí,72.0,Sant Martí de Provençals,41.6
948,2021,10.0,Sant Martí,73.0,la Verneda i la Pau,43.3
